,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,track_name,preview_url,binary_label,multiclass_label
2906,2JvLy4Sn0HHPMDY3zAx3nE,0.182,0.014,10,-30.495,1,0.0442,0.965,0.899,0.113,0.0942,129.174,205750,3,Ann Windsor,Evening's peace,https://p.scdn.co/mp3-preview/5d68b32f235d1d5fbb5bd7aae93dd35df6cd9b56?cid=1f08b74262ce473390052367a2428089,1,4
2907,1pAmp7cLogyrAnOyxrTdYY,0.0851,0.1,0,-26.832,1,0.0391,0.891,0.9,0.122,0.0402,58.577,212143,3,Moments of Clarity,Heaven's Shore,https://p.scdn.co/mp3-preview/45eb223ec52361fdf815314c7f3756dfe07acf08?cid=1f08b74262ce473390052367a2428089,1,4
2908,7ljE0RT8coNsbBYAhGOilP,0.142,0.00541,3,-31.537,1,0.0379,0.984,0.912,0.107,0.0608,86.362,151482,1,Ymlacio,Cwtch,https://p.scdn.co/mp3-preview/797b5c7ed30684ddbda8bcd5f747464255e68006?cid=1f08b74262ce473390052367a2428089,1,4
2909,3DEJFS5pJMjFr2zG24oDHt,0.165,0.047,10,-28.561,1,0.0394,0.975,0.831,0.0642,0.0659,82.178,156144,4,Boudoin,Marmoris,https://p.scdn.co/mp3-preview/73cf653b8b732d3c0b97e512f1a1dbc129d9aa81?cid=1f08b74262ce473390052367a2428089,1,4
2910,0sk2c1F1WqhnBDFlxefiQM,0.238,0.121,11,-22.01,1,0.0399,0.87,0.95,0.102,0.074,135.159,270234,4,August D. Valentine,Secret Haven,https://p.scdn.co/mp3-preview/fc70d0dedf9013f39eacfecf966fe438719f9066?cid=1f08b74262ce473390052367a2428089,1,4
2911,4pRiULkvghCp6XM3U5t2d8,0.475,0.068,3,-20.915,1,0.0401,0.949,0.908,0.106,0.0451,117.795,303410,4,String Balloons,Two Soon,,1,4
2912,448vZRidoOl0wUKibsp0vI,0.107,0.0888,10,-25.47,1,0.0346,0.989,0.953,0.377,0.181,91.065,257649,4,Michel LeBond,Spiritual Touch,https://p.scdn.co/mp3-preview/6f6dc40d545707660bac20d82d21768003d47b24?cid=1f08b74262ce473390052367a2428089,1,4
2913,3O1AqwrqIwVoAr0GET75SY,0.143,0.00439,6,-33.568,0,0.0406,0.959,0.852,0.08,0.116,73.055,146250,4,Janae Milligan,Lost,https://p.scdn.co/mp3-preview/2b136d2af4f770968d4b28d36b38022654e61468?cid=1f08b74262ce473390052367a2428089,1,4
2914,40TIxgymbbZsANsfvMRFvC,0.191,0.0222,10,-27.441,0,0.0391,0.983,0.91,0.113,0.19,70.883,168393,4,Crystals,Blue Horizon,https://p.scdn.co/mp3-preview/3ee54c7a82f603f91d869c199caac58a03e4b7a0?cid=1f08b74262ce473390052367a2428089,1,4
2915,6WPhQfpJOY2elhjJHI27H5,0.158,0.0375,5,-28.03,1,0.0371,0.935,0.885,0.102,0.0958,133.01,152598,5,Sleepy Clouds,Looking Up,https://p.scdn.co/mp3-preview/4f0cefd6e54d38e8f0132af1309042aff66b9bd7?cid=1f08b74262ce473390052367a2428089,1,4
2916,0wcO44QmAQWAXaCRbyWJzG,0.222,0.0132,5,-25.234,0,0.0498,0.991,0.938,0.158,0.0566,73.458,210000,3,Salvador Vega,Salamanca,,1,4
2917,0QYlKxVXf0pCnFzHIxNFBl,0.277,0.0283,1,-23.155,1,0.0475,0.992,0.924,0.1,0.291,197.453,160515,4,Sam Eber,You Are Loved,,1,4
2918,59AyrtBjSHqBF04IonFZFU,0.136,0.0257,10,-27.375,1,0.0354,0.922,0.97,0.073,0.162,99.968,250590,4,Steven Goldmund,Aware of Everything,https://p.scdn.co/mp3-preview/1213c570c145b3b01ea324d813aa8d827bd64a07?cid=1f08b74262ce473390052367a2428089,1,4
2919,7fqVkGIea2Kb58i2Oajz3Z,0.165,0.0841,2,-19.562,1,0.0453,0.676,0.812,0.341,0.0375,90.434,214946,4,Milo Heart,Exit,,1,4
2920,2qq70CnufPOLYgcjHv00ht,0.321,0.0559,3,-24.828,1,0.0633,0.99,0.936,0.112,0.233,170.022,192735,3,Les Cieu,Vitality,https://p.scdn.co/mp3-preview/4e1fb6c242ac3c3359da1213221e054e633f3ffd?cid=1f08b74262ce473390052367a2428089,1,4
2921,343ddQVZOlgpQ4FWiSwMHP,0.168,0.23,7,-17.991,0,0.0363,0.968,0.887,0.337,0.0393,130.06,202747,4,August Wilhelmsson,Findings,,1,4
2922,0xXb8rsGM77cixpWrOz3ES,0.279,0.0307,8,-31.136,1,0.0394,0.75,0.812,0.345,0.0373,125.833,304286,3,Floating Lights,Lost Secrets,,1,4
2923,53sNuDhuyhtVTPNXbk4dEN,0.144,0.0151,8,-32.452,1,0.0397,0.984,0.982,0.102,0.0385,140.096,240000,5,Steven Goldmund,Mind-Drift,https://p.scdn.co/mp3-preview/5698ddd953eae62c0b5b2e077e1806d6f25cacb2?cid=1f08b74262ce473390052367a2428089,1,4
2924,41hfLPgLlHIBPaiPw2q8tV,0.39,0.00389,1,-28.861,1,0.0508,0.995,0.865,0.0871,0.0796,70.348,218333,4,Izumi Tanaka,Purple Heart,,1,4
2925,7oJTS0gsP7c97MrpYOAprd,0.161,0.265,9,-15.263,1,0.0373,0.962,0.974,0.0753,0.0506,87.014,229997,4,Mandala Dreams,Colors Of The Moon,,1,4
