,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,track_name,preview_url,binary_label,multiclass_label
208,63YnmHKlutFFkgfFB0OcPU,0.416,0.696,3,-9.783,1,0.0526,0.149,0.000924,0.355,0.441,122.556,238427,4,Liz Cooper & the Stampede,Mountain Man,https://p.scdn.co/mp3-preview/6166d6057401f485e7cdad56f52aff23a395975d?cid=1f08b74262ce473390052367a2428089,1,3
210,5r47m8Td4m1CCzCHiKDBEd,0.374,0.798,2,-4.66,1,0.111,0.022,6.29e-06,0.403,0.311,152.058,160600,4,The Lone Bellow,Count On Me,https://p.scdn.co/mp3-preview/ad930eb74a97de73853e1c0365c0391f8ce6e378?cid=1f08b74262ce473390052367a2428089,1,3
212,5AqNpVjueURnEaMDzIrUl8,0.787,0.704,6,-6.46,1,0.0499,0.00463,0.451,0.0543,0.504,121.009,194230,4,Young Pines,Start Right Now (feat. Laney Jones),https://p.scdn.co/mp3-preview/a731d4d9a4be95851d5d4846f00ae265be31f6b2?cid=1f08b74262ce473390052367a2428089,1,3
213,2vcwh4UGbHy3gkhCEvBDMn,0.749,0.699,5,-7.193,0,0.0469,0.0694,0,0.124,0.641,123.965,211360,4,Wild Child,Back & Forth,https://p.scdn.co/mp3-preview/fb259b276b7f683aa964d7441326929cf9608daa?cid=1f08b74262ce473390052367a2428089,1,3
215,5rRDCbF97rcJW0ES9RhPhC,0.655,0.686,7,-5.701,1,0.028,0.371,1.13e-06,0.113,0.544,112.974,186109,4,Graham Colton,Life's What You Make It,https://p.scdn.co/mp3-preview/97c70847a11eb8db22b99a626feb3ffea5aeb70b?cid=1f08b74262ce473390052367a2428089,1,3
216,0P3IyyiJecMoAX9Q4cbwHX,0.716,0.887,5,-7.738,1,0.0331,0.149,0.332,0.111,0.78,117.021,242000,4,Graeme James,Alive,https://p.scdn.co/mp3-preview/19010f7193b6a6b352cc0720e6975744d85c51fe?cid=1f08b74262ce473390052367a2428089,1,3
219,3e5Ee5GrNzSnCt2laIDm3S,0.519,0.494,6,-5.399,1,0.0263,0.188,0,0.159,0.243,99.909,192827,4,Avalanche City,Love Love Love - AU Master,https://p.scdn.co/mp3-preview/a871df2eff73768f40a5e38e97610b6f73805934?cid=1f08b74262ce473390052367a2428089,1,3
221,0ErpHxNt1kTyCQGlh43wr1,0.492,0.7,8,-7.001,1,0.0437,0.413,0.00013,0.0996,0.605,110.741,253165,4,Dispatch,Only the Wild Ones,https://p.scdn.co/mp3-preview/d1a3a2585275817d8dbe6885fefa4e7105539487?cid=1f08b74262ce473390052367a2428089,1,3
222,5HUynLdprJzINndFXcidfu,0.696,0.77,1,-5.774,1,0.0556,0.312,0,0.0503,0.494,128.053,192467,4,firekid,Lay by Me,https://p.scdn.co/mp3-preview/536c0cd9e8365f2f0987337f2d34786fabea3387?cid=1f08b74262ce473390052367a2428089,1,3
225,3HdcqQpq7zb5GbEKBDY34p,0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.945,100.011,184347,4,Fruit Bats,Humbug Mountain Song,https://p.scdn.co/mp3-preview/02935346b7b51bdd9df734697d13cb21b9c013be?cid=1f08b74262ce473390052367a2428089,1,3
